place_id,author_name,rating,text,city
ChIJG5wBgrfHwoARO_TfGQqe4xM,Faisal A,5,"From the arrival at the restaurant each staff member from the host to our server jose. Everyone was wonderful, and the food was delicious too!. I would recommend this place!
Definitely coming back!",Los Angeles
ChIJG5wBgrfHwoARO_TfGQqe4xM,Kendrick Celestin,5,The food was great and delicious. I had such a good time hanging out with my coworkers. The Blue Lemon and wine was so good and Prime Burger great. What I recommend this service yes on special occasions. I will come here again yes I would.,Los Angeles
ChIJG5wBgrfHwoARO_TfGQqe4xM,Robinson Mail,2,Visited Flemings on my b day for an early lunch customer service was great ! Juan the waiter was good .. I ordered the wedge salad it was. 10 out of 10 fresh and delicious the bread tasted old and stale .. the crab cakes were cold and lack taste ..the Mac and cheese was ok nothing special . The filet mignon was cold and looked old lastly I ordered the bbq shrimp didn’t like the taste shrimp were hard none of my food was hot and they had just open.  My ticket for the meal was about 130.00 and 25 $ for parking the view was nice,Los Angeles
ChIJx-cckLTHwoARfAkrqMmW2So,Grace Markham,5,"The manager was lovely and made some great recommendations.

But I was very impressed with the level of great service from our waiter Carlos. He was on the ball the entire evening and made sure everything went perfectly smooth from start to finish. Genuinely good service by someone who has perfected his trade.

The ambiance is also great here.
The menu is delightful for seafood lovers, and we indulged in some lobster, crab, and a selection of oysters and other things.
Everything was done perfectly and tasted delicious.
I also had a steak (who doesn't love a little surf and turf) and they do them perfectly as well! (Oh and don't sleep on the chimichurri) overall a 10/10 experience.  We would definitely return.",Los Angeles
ChIJx-cckLTHwoARfAkrqMmW2So,Marlene Viola,5,"Wow, What an experience! If your looking at reviews to see if it is worth a try... look no further. Normally I would not call eating at a restaurant an ""experience"", but this was extraordinary. Chris, our server, introduced us to the most amazing oysters we have ever had. I tried them a few times in the past (other restaurants) with no delight ... but these, Wow!  We also had the clams which were just as fabulous. The broth was delicious. Our main meals were the Chilean sea bass and a Lobster. Everything was fantastic! And we could not have had better service.
Even if you go for a few appetizers - go for it!!!!",Los Angeles
ChIJx-cckLTHwoARfAkrqMmW2So,Judy Webb,5,"Every single aspect of our visit was exceptional!  Champagne was icy cold and bubbly!  Salads were ""tossed"" not doused!  Fish expertly prepared. All sides were excellent.   AC worked great.  SERVICE WAS PERFECT.  One member of our party has severe food allergies and our server took them very seriously!  Not enough room for dessert but I would bet it was perfect too!",Los Angeles
ChIJx-cckLTHwoARfAkrqMmW2So,Mario Garcia-Gillespie,3,"Dinner here was good, but come here for drinks and dessert. I did expect more than what I got, but that is part of the experience. The food was okay. I had expected more spices and flavor from the stew and from the seafood. The crab was over cooked and the oysters were not cleaned well enough or detached from the shell. The lobster was very good and cooked perfectly. They have a wide selection of drinks and desserts and that is where they shine. Drinks were well balanced, clean and high quality. The banana pudding was really good and that is considering I'm not a big fan of carmel. Not too sweet and a great balance of salt.",Los Angeles
ChIJx-cckLTHwoARfAkrqMmW2So,Rissa H,5,"The water grill specializes in seafood, including sushi, oysters and several types of shellfish. I had the tuna poke to start and it was perhaps one of the best over had. Very large portion compared to other places. Would have been enough for a main for me. I then followed it up with the King salmon roll served with an incredible soy lime vinaigrette. This was very different and a welcomed difference. I didn’t have dessert as I was stuffed. They start you off with a sourdough bun topped with sea salt. This was again very good. I will definitely go here again.",Los Angeles
ChIJvVvovUvGwoARYrOMSp23rpQ,Julie Vawter,5,"Our group of 6 had excellent food and service. We all tasted each others dishes and vow to go back to try more. Fresh pasta, made on site. But go early...no reservations.",Los Angeles
ChIJvVvovUvGwoARYrOMSp23rpQ,C Covarrubias,4,"First time here and was lucky to end up in a very nice and delicious place like this. My 2 kids and I ordered the Boccoletti Al Pesto E Ricotta, Rigatoni Pom'Amore, Maccheroni and Cheese. For dessert we shared a flourless chocolate cake and I ordered a cappuccino. Everything was delicious. I'm no ""food expert"", but I'd give this place 4-4.5 out of 5 stars. We got lucky and got last sitting for lunch (5 minutes before the closed). Place inside is somewhat small, but in most cases that's what makes it quaint and feel more homey. Our waiter was nice, but I could tell that they were ready to just close. Overall it was a great experience!",Los Angeles
ChIJvVvovUvGwoARYrOMSp23rpQ,Yellow Bluebonnet,5,"The staff was great and the pasta was phenomenal! Their osso con bucco tasted great and the portion sizes are generous. Do not pass on dessert! The flan, cheesecake, and chocolate cake are amazing. Ingredients and cheese and olive oil are nice",Los Angeles
ChIJvVvovUvGwoARYrOMSp23rpQ,Imaan,5,"The pasta here is really good, worth returning to. All freshly made in-house. The garlic bread also was yummy. There can be a long wait so I recommend coming during a weekday or lunch to avoid that. Not sure why they haven't started any kind of reservation system, at this point, every restaurant in LA is on either OpenTable or Resy. Parking in this area is not fun, area can be sketchy at night if you are a female by yourself.",Los Angeles
ChIJvVvovUvGwoARYrOMSp23rpQ,Sadé Hinton-Morris,5,"I wasn't having the greatest luck finding food on a work trip UNTIL I came across this gem. The food was fresh and delicious. The staff were friendly and made sure I was comfortable. I had their signature dish and it was so good, I came back the next day to try another dish. The 2nd time, I made sure to leave room for dessert. Haha. The atmosphere is welcoming and cozy. Would definitely recommend.",Los Angeles
ChIJgegyNVrHwoARkEbBhAI03ok,Athena Press,5,"Tasteful atmosphere and very good service, this was after the lunch rush hour.
The crowd varies depending on the time, but I'd say it is more on the high end of things.
I hear during lunch rush hour the place is packed with people who work nearby so time yourself and unless strictly necessary don't come  between 11:45am and 12:30pm.
Downs:Music a bit loud (A too frequent nuissance these days in bars)
I liked their tea service and that they actually had tea.
I ordered chinese chicken salad, and I'd sincerely give it a 4,  ot a 5 but,hey this is not a chinese food join.
I'm totally coming back.
Another note: Parking is challenging in this area, and this restairant-bar does not offer validation.",Los Angeles
ChIJgegyNVrHwoARkEbBhAI03ok,Praneet Raj,5,"We loved the lunch here. Everything was amazing.

We ordered the following:
1. Tuna Tartare
2. Mackerel
3. Salmon salad
4. Latte

We will definitely be back!!!",Los Angeles
ChIJgegyNVrHwoARkEbBhAI03ok,E. Dominic Black,5,"Excellent service, quick and easy, and in a very busy part of town. Skip the courthouse cafeterias,  this place will make you happy.",Los Angeles
ChIJgegyNVrHwoARkEbBhAI03ok,Zombie Bölverkr,4,"Came for lunch with my coworkers.  The overall restaurant was nice, it is a short walk from our work location.

The food: I ordered the 7-hour bolognese and it was good, not anything special.  It was very oily, which affected me later in the day and not in a good way.  My coworkers ordered the burger, to which she stated the highlight was the bread, and the others ordered the chicken  sandwich, where they said it was ok.  Overall, I'm not sure if I would return.

The service: it was almost absent. It was nice at the beginning, and then became lack luster after we received the food.  We asked for more water from several servers, and it never came.  Also, when they brought the check, they never returned, and they were focused on cleaning the restaurant over assisting us.

The atmosphere: standard, it was a bar first based on the looks before it added the restaurant side of things.",Los Angeles
ChIJgegyNVrHwoARkEbBhAI03ok,Alex Puc,5,"Hill Street Bar & Restaurant is a hidden gem for beer lovers! The service was exceptional, with staff who were more than willing to provide recommendations and make us feel welcome. The quality of the beer selection was remarkable, offering a broad spectrum of flavors and styles. What's even more remarkable is the value – you can enjoy high-quality brews without straining your wallet. A fantastic place to unwind and savor great beer.",Los Angeles
ChIJq3j4WYLHwoARV7LbuJTus58,Omar Oporto,4,"The food 8/10 because the chorizo sandwish didnt have an authentic Argentine flavor.

We ordened Bife de Chorizo and Provoleta too 10/10.

All the prices its OK

DTLA Didn't have cocktails, when the menu offers it.

About the atmosphere,  the tables are very close, very close! that you cant get a private conversation because you can listen others customers. 0/10",Los Angeles
ChIJq3j4WYLHwoARV7LbuJTus58,Daniela Martinez,1,"This LALA’s location does not do the others justice. We stopped in on our way home from LAX, the melrose location is temporarily closed. As usual the melrose salad was good. My son ordered the entraña. I should have sent it back immediately, it was butterflied. ?? Never in decades of eating entraña, including at LALA’s, has this cut of meat ever been butterflied. Why would they do this? It ruined a usually great piece of meat. As an Argentine I was embarrassed they even allowed this to come out of their kitchen.
I’m angry that I didn’t send it back. People go out to dinner for a nice meal, a nice time. Not to have to complain or pay for a steak that is essentially jerky. Argentine’s are known for their meat, their barbecue. Even well done they’re are never burned, they are usually cooked to perfection. Our waitress was good, but no one else provided any customer service or even a hello.
Very disappointed and frustrated.
I hope to hear a reply. This is the first time I’ve ever given LALA’s a bad review, hope someone is paying attention.
Even in the restaurants pictures the entraña is NOT butterflied. Huge mistake.",Los Angeles
ChIJq3j4WYLHwoARV7LbuJTus58,MaNu,4,"Lala’s is a popularly recognized Argentinian cuisine restaurant in L.A. for its unmatched and delicious meat cuts just as you would have in Argentina. The Chimichurri is exceptional. You will not stop dipping everything in it. The food is delicious. Portion size is fine. It’s pricey, but fair enough for its reputation. Initially, when we were trying to order the waiter did give us a bit of sass for having some basic questions but nothing too out handed. The location is a bit rough since it is DTLA. Also, the restaurant itself is a bit tight, maybe not suitable for large groups. There is paid parking across the street, and rarely possible some street parking. Over all, we had a good experience.",Los Angeles
ChIJq3j4WYLHwoARV7LbuJTus58,Scott Alan Hardy,5,"Edwardo has created the restaurant I knew as a child. Delicious, new takes on old world food and the ability to grille meat perfectly. Argentinian Food that is just great. I brought my son in law and nephew and they were stuffed in a good way. The deserts are indescribably light and exotic and rich. I live in San Diego so it hard to get there but we’re all heading that way in December to meat there monthly.",Los Angeles
ChIJq3j4WYLHwoARV7LbuJTus58,Luisa granada,5,"Honestly can say that this has been the best food I have had in a very long time! The steak was perfect, soups were delicious and the service was great. Wish you had a restaurant in CT!",Los Angeles
ChIJqWzcR7THwoARg7eO0wui4tM,Rodrigo,5,"I’ve had Sugarfish in Pasadena and it was as pretty good and this spot is just as good or better.

I ordered “Don’t think, just eat” option and added about three different dishes that weren’t in my meal option. All the sushi pieces were ever fresh and delicious.  The proportions are on point and the flavors are phenomenal.

I’d definitely come back here again and try their other menu items. Overall it was we a solid dining experience.

Parking is very limited & you’d be lucky to find some on the street or you can get nearby paid parking.",Los Angeles
ChIJqWzcR7THwoARg7eO0wui4tM,MJ Garay,5,"What an experience! I have been trying to come here for years, and so glad I did! Melt in your mouth, freshest, tastiest sushi I’ve ever had! Waitress were super sweet & knowledgeable. Price is also very reasonable compared to other chain sushi restaurants. Will be back for date night!!",Los Angeles
ChIJqWzcR7THwoARg7eO0wui4tM,J L,5,"Hands down the best sushi I have eaten and I was extremely impressed. Also, excellent value for money. I was absolutely stuffed by the end of it. The crab hand roll and scallop sushi were divine. I am still dreaming about this meal and have told everyone! It will become a new tradition where every time I come to LA, I need to come and eat the Nozawa Trust Me set.",Los Angeles
ChIJqWzcR7THwoARg7eO0wui4tM,Lucas San Miguel,5,There wasn’t a wait when I went but midday around 12 gets pretty crowded so be sure to bear the rush. Restaurant is quaint and small but fun and nice decorations. Overall a great vibe and the food was good. I’d definitely come back in the future. It’s on the pricier end but pretty good,Los Angeles
ChIJqWzcR7THwoARg7eO0wui4tM,Ephraim Su,1,Food here is very sub-par. Expected a nice omakase style meal left to find average sushi. Prob can get better at an Asian super market. If u like your sashimi over marinated and salty u might like it but should be a no go for any sushi lover. There is absolutely no reason to over marinade sashimi unless there is something to hide.,Los Angeles
ChIJtRpiCTjGwoAR_-NpLZuQpiM,Madhumitha Ramesh,3,Food was good for the price. L it was just bland for me and the wraps could use little more sauce. The ambience was good and service was fast.,Los Angeles
ChIJtRpiCTjGwoAR_-NpLZuQpiM,Angelica Le,4,"Overall: 4.2/5 (Postmates delivery)

The food delivered earlier than expected. I liked the food but had better. However, I was able to get a huge chunk of my daily vegetable intakes from it so I'm happy.

Doner Basket ($16.75): The portion is huge so we had leftovers enough for another meal. Their fried pita stick was hard so I wasn't a fan. You can customize your fries so we got mixed sweet potato and regular fries. The sweet potato fries are the waffle version and were clearly better than the regular fries where were starchy. We got beef, lamb, and chicken for our protein. Beef and lamb gyros were thinly sliced while the chicken was cut into cubes. The lamb didn't have a smell or gamey taste while the chicken was dry. I also didn't really like their falafel mix. The rest of the toppings went well with the salad.

Street Cart Diner Wrap ($14.75): This was a big wrap that they cut in 2 for you; I ate one of the halves and was full. For my protein, I got beef, lamb, and chicken and felt that this wrap had more meat than veggies while the reverse is true for the Doner Basket. Nothing really stood to me about the wrap; everything blended in to create a homogenous wrap. I think there was a lot more flavors in the Doner Basket.

Single Doquito ($7.50): This actually comes with 2 rolls and was the best item out of everything we ate. This is way better and like an elevated version of the Mexican taquito. A Doquito is a fried lavish bread rolled in feta, onion, and aioli.  The flavors were on point and it was fried to perfection. It didn't get soggy even with all the additional toppings smothered on top.",Los Angeles
ChIJtRpiCTjGwoAR_-NpLZuQpiM,Alicia M,5,"First time here. My son and I had lunch. Cooks and waiters were friendly, the place was clean, love that they have self serve water and doggie bag items available++ and the food was delicious!
Had the Remix bowl with beef and lamb; their lemon dressing sauce was amazing! My son had the Berliner bowl They had three different sangrias available my son had the white sangria and he said it was good.
Nice music, people, and space to eat outside if you like.",Los Angeles
ChIJtRpiCTjGwoAR_-NpLZuQpiM,Cesar Salazar,5,Love the berliner wrap doner with beef and lamb drinks are good too the lavender mojito and cucumber margarita are really good,Los Angeles
ChIJtRpiCTjGwoAR_-NpLZuQpiM,Moses Soto,5,"My wife and I have been coming to this place a couple of times now. Time Saver: Order online! Seating is available inside and out. Some regular tables and high chairs (for adults) are available inside. There is a seated bar area as well.

The environment is interestingly decorated (it's nice!). The folks working behind the counter are welcoming and patient with the customers reading the menu. Parking is on a first come first served basis on the street metered parking. There are parking garages throughout the area.

Food is delicious. Soft drinks are good. The alcoholic beverages look even better. I have yet to try them :)

Overall, a good place to escape the other common restaurants located around.

Thank you and God Bless.",Los Angeles
ChIJMc9-jgrIwoARvFaE32ZlJzA,Kevin Marroquin,5,My experience to this restaurant was perfect 100 percent. Good food and the The combination of seafood with sauces and soups was very good. I recommend that you try everything.  That is if they don't sell any liquor here but a good place to go eat alone or with friends or with your partner.  There are different prices and flavors.  Also many tables to sit and they bring your food to the table.  I went 2 times but one of them I went alone and I spent about $90.00 including the tip,Los Angeles
ChIJMc9-jgrIwoARvFaE32ZlJzA,Somi Ezi-Ashi,5,I was in LA for 2 days and my gf insisted we go here. It was very worth it. I sat at the bar and you could see how carefully the chefs prepared the fish. The uni ceviche was super fresh and the smokes kanpachi was the best taco I’ve ever had in my life.,Los Angeles
ChIJMc9-jgrIwoARvFaE32ZlJzA,Elizabeth,5,I have the most delicious food here! We watched them cook from the bar.  They cooked the octopus from a charcoal grill. It came out so tender and soft. The scallop ceviche was tangy and spicy. Best ceviche I've ever had! The hot sauces are so good to!,Los Angeles
ChIJMc9-jgrIwoARvFaE32ZlJzA,Jeff Tong,5,"Fresh ingredients at reasonable pricing. The tacos here have a seafood freshness that seems to be missing from other local establishments. Nowhere else have we seen hanging whole tuna carcasses, feels like an aged steak fridge.

The service was quick. The ambiance was lively.",Los Angeles
ChIJMc9-jgrIwoARvFaE32ZlJzA,Kevin Webb,4,"Could have been an off day but this was not a Michelin star experience.   I'd have given it a 3.5 if Google had better rating system.  Food was a 3.   I had the lobster. Langosta al Carbon.  It was ok.  Dry, overcooked a bit.  Good not great and for 90 bucks, a pretty big disappointment .  Wife had the Collar and said it was also good, very good but not wow.  It was fine but for the price.....  Our guest had the Sopa de Marisco and if I go back that's what I'll have.  She said it was excellent.  This place is a good restaurant but it wouldn't make any top whatever list for me like it does all the local magazines.  Service was great and I love the Mercado Paloma itself.  Oh, the Ceviche was outstanding.  That's my thumbs up recommendation.",Los Angeles
ChIJKSPWlH-4woARrKJ5thvMBeY,J V,4,I had never been here before so I didn't even know this place was there. It's Mexican but not your typical Mexican food. The food was definitely different from what I have had before but unfortunately the food had way too much salt and on the expensive side. They really need to cut that salt and the tortillas got cold fast. Not too many choices if you're not use to this type of food. Also they only have a valet parking. No regular parking.,Los Angeles
ChIJKSPWlH-4woARrKJ5thvMBeY,PJ,5,Great vegetarian Tlayuda- flavors are good. Has a basil mushroom bean paste Oaxaca cheese... Mole is also flavorful and I am not a mole fan.  Horchata was also yummy!  This spot is nice and lively in the inside. The food and atmosphere work well! Great service.,Los Angeles
ChIJKSPWlH-4woARrKJ5thvMBeY,Nathaniel Valencia,5,"The food is always absolutely incredible. Been there twice and it keeps me wanting to come back to try it all. They had a live band the last time and they sang happy birthday to some folks celebrating a birthday. The staff is always super nice, friendly, and helpful. And they have a cool tiny gift shop where you can pick up treats and drinks to go!!!",Los Angeles
ChIJKSPWlH-4woARrKJ5thvMBeY,Amanda Victoria,5,"Best Mole I’ve ever tried. Their carne asada it’s no really good but the mole and the rest of the food rescue our lunch here. Amazing cheese, beans, homemade tortillas, mole and drinks. The services was amazing very helpful. I would definitely recommend the Tamarind w jalapeño marg 😋",Los Angeles
ChIJKSPWlH-4woARrKJ5thvMBeY,Krystina Vazquez,5,"Food:
Some of the best mole I have ever had. Absolutely love the menu and the variety you get. The menu explains exactly what you are getting from each mole. Starting from the chips topped with some mole to open your appetite. We ordered the queso fundido first. Then the Giant tostada enough to feed 2-3 people & my mole Colorado (chicken breast) was amazing.

Service:
We were seated immediately. Not long of a wait for a Friday night. The waiter took our drink order pretty quickly. We waited a little to order our main plates, but we're never left unattended.

Atmosphere:
I mean to top off except food and service..the place was just so much fun. The band they had that night was amazing and quite frankly the reason we stayed longer and racked up a bill of over $250. But don't be afraid of our total, we had more than our fair share of drinks.

I cannot wait to go back!!",Los Angeles
ChIJq0IHewzHwoARYMG4rYVPFlY,Priyanka lallu,3,Butter chicken samosa was good. Liked even regular potato samosa. Swami beer was quite nice. Interesting ! Red wine was okay. Ambience was fine. There is seating in the second floor. Quite crowded 2 nd floor. Service was good.,Los Angeles
ChIJq0IHewzHwoARYMG4rYVPFlY,Mansi Patel,4,"After watching lots of TikTok videos about their chili cheese naan.. I had to go visit them and it all lived up to our expectations..
From the entertainment to their food and hospitality..
you would want to experience it all as well..
Here is what we tried:
Chili Cheese Naan
Good Ol' Saag Paneer with Tandoori Roti
Swami's Indian Pale Ale
Cutting Chai
Spiced Cake",Los Angeles
ChIJq0IHewzHwoARYMG4rYVPFlY,Pooja Kunder,5,We ordered chicken Tikka poutine (came with very crispy masala fries) and badmaash fried chicken. Both were unhealthyly yumm. The floor upstairs is darker than expected. Good ambiance.,Los Angeles
ChIJq0IHewzHwoARYMG4rYVPFlY,Nicole Crawford,5,"Come for the authentic and outstanding food! Everyone is kind, enthusiastic, and the lovely! I will definitely be back!",Los Angeles
ChIJq0IHewzHwoARYMG4rYVPFlY,Karim Ahmed,4,"Badmaash is a great  chic spot for Indian food, I've been meaning to come since they are known for their Indian/American fusion dishes and those did not disappoint.

The Chicken Tikka Poutine was a favorite, and the burgers and Sandwiches were great. I'll agree with other reviews saying some menu items are overpriced (No one should be paying $5 for a single samosa). But there were great standouts on the menu (the fish curry, the lamb burger, the desserts), so by the end of the meal the prices evened out.

I also definitely recommend the chai to end your meal, since it's priced great ($2) and pairs great with dessert.",Los Angeles
ChIJwRa5GmzHwoARg3ny88Tv_NI,Daniel Facey,5,"So we were staying during California’s first hurricane in 85 years. They were still offering brunch, so we said what the heck! Tiffany was our server and did an excellent job in taking care of us. She offered splendid recommendations. We went with The Grand Breakfast, the Spanish inspired French toast, and the lobster roll. All of it was delicious! My French toast had an apricot jam that was just lovely, and accompanied by a greak yogurt whipped cream, that was dense yet light. The whipped cream was a terrific pairing and had the texture of yogurt but the aloofness of cream, it did not carry a strong aftertaste. The lobster roll was a decent portion, but I’ve had better will most certainly pass next time. My Father had the Grand breakfast, eggs fried hard, and opted for the chicken sausage which was great alternative. The breakfast potatoes were bomb! We finished out with this cream puff dessert that left us wanting more! That dessert didn’t see two minutes from when it left the kitchen! It was here today, gone tomorrow! Cost wise is going to be around $35 per person. Overall, a wonderful brunch experience and would definitely visit again.

Thank you, Tiffany!",Los Angeles
ChIJwRa5GmzHwoARg3ny88Tv_NI,Shiya “Kiko” Huang,5,"Amazing rooftop view with adorable romantic decorations and located right next to the pool in Conrad.

Had brunch there while staying in the hotel. Excellent service! Ordered sushi hand rolls and salad, both very fresh, pretty and tasty. Portion sizes were on the smaller side (which I like). The dessert profiterole (cream puff) is to die for.",Los Angeles
ChIJwRa5GmzHwoARg3ny88Tv_NI,Carlton Wyatt,5,"Such a lovely respite in downtown Los Angeles. Beautiful outdoor venue with comfortable seating. Service is exceptional, they react and anticipate without being intrusive. The food is wonderful, expertly prepared and presented. The waiter knew exactly which wine to pair. A great experience.",Los Angeles
ChIJwRa5GmzHwoARg3ny88Tv_NI,Bernadette Minton,4,Beautiful setting.  Amazing food!  Staff needs training - lacking in kindness.  Root veggies w yogurt dip - flavorful and delish! Pita was hot and blistered and perfect with the carrot hummus.  Crab croquettes crispy hot and lots of crab!  Jamon w poached egg was perfection.,Los Angeles
ChIJwRa5GmzHwoARg3ny88Tv_NI,jpsf99,5,"The Host tonight, Oct 20th, seated me quickly with an outside view table as requested. The Host and Server addressed me by my name, excellent service. The food and views are excellent! Right across from the Walt Disney Concert Hall.",Los Angeles
ChIJPV5ELvO7woARQhvThl3euQQ,Jomayra Jaime,5,Went to a company event here and the ambiance was top tier! The skyline views of century city are amazing and set for such a business professional environment. Bartenders and servers were all attentive and nice.,Los Angeles
ChIJPV5ELvO7woARQhvThl3euQQ,Doris Huang,3,"Overall, with this price, I was expecting a better quality. We spent a total of $850 for 6 people. Unlikely to visit again.
Service was great, very friendly servers. The style and vibe of the restaurant was really good, very fancy. (guess that's where I had too much expectation when walking in)
However, the entrees were very average to me. The sea bass/salmon I had: the tomato sauce is a very basic kind of tomato sauce, I can't taste the chef's effort. It did not surprise me at all. So did the salmon. Portion was way too small for an adult to feel full.
Desserts were better, they look amazing and taste great. Nothing to complain. Loved the 2 cakes in the pictures (sorry I can't recall what they'er called).",Los Angeles
ChIJPV5ELvO7woARQhvThl3euQQ,Michael Platz,5,"Literally cannot say enough about how great the food and experience is at Craft. Every person that we encountered during our time at Craft was so kind and genuinely seemed happy that we were there. The food was also top notch. Definitely recommend the waygu! The pork belly appetizer was also phenomenal, as well as the lamb entree. If you are looking for a great dining experience I couldn’t recommend Craft enough!",Los Angeles
ChIJPV5ELvO7woARQhvThl3euQQ,Aimee Wilkins,3,"The food here looks incredible! Every dish arrived at my table looking spectacular.

To start, I had an off menu octopus special and the hamachi. The octopus was one of the best I've ever had, not slimy or chewy at all. It was grilled to perfection with a beautiful char and exquisite flavor. Definitely one of the highlights of the meal. Alongside it I had the fish which was light and fresh in a tasty jalepeno ponzu sauce.

For main courses I had the duck breast and lamb chop.  The dishes looked fantastic, especially the lamb chop. However, these were extremely small portions. The lamb was all of four bites and the duck was four small slices, not to mention dry as well. I was definitely wanting for more with the main courses.

The sides however made up for the tiny protein servings. I had the crispy potatoes and the ""Hen of the wild,"" a plate of oyster mushrooms. The potatoes were the star of the dinner. They were a hit - hot, crispy on the outside, soft inside and bursting with flavor. They were soooooo good. The mushrooms were also really tasty.

For dessert, I had the funnel cake with berries and sherbet. The flavors were good, but the funnel cake was a little oily for me.

Overall, the dinner was good. If you're really hungry, I'd say go somewhere else. Craft is definitely more of a quality over quantity kind of place.",Los Angeles
ChIJPV5ELvO7woARQhvThl3euQQ,Geronimo Carlo Ramos,3,"It was a Wednesday evening, late at night, when my parents and I stumbled upon this enchanting eatery tucked away in a sleepy neighborhood. Owned by none other than Tom Colicchio, the culinary mastermind behind Top Chef, my inner professional chef and devoted fan were bursting with anticipation.

The adventure commenced with a warm, aromatic gougere paired with our $3-per-person bread, which though a tad pricey, was a sign of a sophisticated gastronomic experience. The avocado salad, rich and creamy, dazzled our taste buds with the unexpected crunch and flavor of spiced peanuts.

Sharing a delightful trinity of mains - wagyu pasta, Chilean Seabass, and a side of earthy hen of the woods mushrooms - we were enraptured by the flavors before us. However, an initial hiccup with the undercooked Seabass left us puzzled. Though the staff graciously tried to remedy the situation, we still found it tough to cut, despite its mouthwatering taste. Thankfully, management's gracious gesture of comping the dish left us appreciative of their care.

The ambience was a symphony of soft, dim lights and a hushed, intimate atmosphere, all while being serenaded by the picturesque scenery outside. While the service was impeccable, the food - although delicious - didn't quite align with the premium price we paid. That said, this late-night discovery remains a captivating experience for any Top Chef fan seeking an unexpected culinary adventure.",Los Angeles
ChIJlVrraGC5woARiOX0x4ziZLo,Matthew Lawson,5,"The Jumbo Shrimp and Shrimp Tacos were well worth the wait! Enjoyed this while at Lincoln Beer Company's Space Night in Burbank. Didn't try it, but the chicken sandwich looked amazing! Just followed them on Instagram",Los Angeles
ChIJlVrraGC5woARiOX0x4ziZLo,Erica Holwick,1,"The food is food. The service and staff are horrid. They have *no reservations* about taking forever to make food. And *no reservations* about being rude to customers.

The chicken was fine and was crispy at least, but I would expect it to be if it takes 50 min to make. The waffles were very flat and a little burnt and the fries were limp and soggy.

We ordered their food at Lincoln Beer Company (great spot) and there were about 50-60 people here for the USA world cup game in the morning. Each time I went out to the truck, there was one or no people around it. I ordered at 7:55 and was told 25-30 min for chicken and waffles with a side of fries (that cost $28.50). I went out at 8:40 to check on it, and the two staff members were just watching the game in the truck and when I walked up, started fussing around with order tickets. They told me 5 more min. I commented that I ordered 45 min prior and they said ""well it's fresh chicken,"" as if it's a commonly accepted fact that 4 breaded chicken wings take an hour to make (spoiler alert: it doesn't).

I waited another 8-9 min and still hadn't heard anything via text. When I went out again, it looked like they were just finishing preparing an order. I asked if I could get a refund since the game I had come here for was almost over. I was met with a rude response of ""well your food is ready now, and we don't give refunds. We texted you five mins ago."" I told them that I did not get a text at all and checked again. Then I said okay, if the food is done then I'll take it but 55 min for food truck chicken and waffles is a bit ridiculous. And they got a little nasty in their tone saying ""it's fresh chicken and we had over 40 orders today and to check my texts."" (25 min later, still no text coming through despite consistently texting friends.)

I'm not sure the people running the truck understand the nature and appeal of a food truck - good food, somewhat quickly minus the headaches of a sit down restaurant. And I would say if you're going to get self-righteous about how long your food takes to make, it should be a little better than Waffle House waffles, elevated Popeye's chicken and soggy fries. I know of a couple of food trucks that are run by esteemed chefs, with menus way more complex that can turn food in 10-30 min max on days where a brewery is packed with 100+ people. A special 3 item menu for the world cup shouldn't be that hard to handle.

Don't eat here unless you have all day to wait for mediocre food and want to be spoken down to by the staff.",Los Angeles
ChIJlVrraGC5woARiOX0x4ziZLo,chase darwin,5,"Everything i try this food truck out ive had a great experience. Delicious food and great service. If you get the chance try them out, you won't regret it.",Los Angeles
ChIJlVrraGC5woARiOX0x4ziZLo,Hannah Kim,5,The mini shrimp sliders and catfish are life!,Los Angeles
ChIJlVrraGC5woARiOX0x4ziZLo,Samara Reed,4,The fried catfish and shrimp Cajun plate was really amazing!,Los Angeles
ChIJv4yVGknGwoARC_5zwy3zU5M,Lawson Lipscombe,5,This was an amazing dining experience. The food was absolutely one of the best meals I've ever had. The atmosphere was very enjoyable and the open roof to see the sky really set the vibe. Top notch drinks and food perfected. 5/5 going again.,Los Angeles
ChIJv4yVGknGwoARC_5zwy3zU5M,Rebecca Michieli,5,"Came here on a Saturday at 10:15, booked earlier the same morning, and wasn’t too busy at all but it did start to get busier whilst we were there.

Our server was lovely and gave us recommendations which were already the few we were torn between. I got the short rib hash and my partner got the basque eggs which was essentially a shakshuka with pulled short rib in it, both were absolutely delicious and a good portion size without feeling stuffed afterwards.

The modern mimosa is a must try, we were slightly confused when it arrived as it just looked like a glass of champagne but it was clarified orange juice, and was delicious! Definitely recommend it here and will come back to try the other brunch dishes too.",Los Angeles
ChIJv4yVGknGwoARC_5zwy3zU5M,Bree Lehmann,5,"Friendly staff, delicious food and a beautiful atmosphere! I went there for brunch and had a wonderful experience. We ordered lattes, pastries, and two entrees. Everything was delicious! The restaurant is on the grounds of a Catholic church. They gave us a tour and it was unbelievably gorgeous. If you haven't gone, you should go :)",Los Angeles
ChIJv4yVGknGwoARC_5zwy3zU5M,Truth Seeker,5,"I came here for my birthday to have brunch! It’s such a cute a place! The modern mimosa is so refreshing and light! The shrimp and grits were good, but I wasn’t a fan of the red sauce under the grits. Bacon was superb. I definitely want to come back, but for dinner time or drinks.",Los Angeles
